                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.60831,                0.33343,                0.88751,                0.98723,                0.99254,                  0.995,                0.91317,                0.49375,                0.23209,                0.82416,             0.00030944,             0.00030944,             0.00030944
                    156,                0.61072,                 0.3221,                0.87227,                0.98468,                0.98849,                  0.995,                0.91799,                0.48226,                0.23678,                0.82327,             0.00030738,             0.00030738,             0.00030738
                    157,                0.55985,                0.30998,                0.86363,                0.98468,                0.98849,                  0.995,                0.91799,                0.48226,                0.23678,                0.82327,             0.00030531,             0.00030531,             0.00030531
                    158,                 0.5625,                0.32968,                0.87679,                0.98437,                 0.9774,                  0.995,                0.91244,                0.48373,                0.24454,                0.82609,             0.00030325,             0.00030325,             0.00030325
                    159,                0.62411,                 0.3276,                0.87259,                 0.9881,                 0.9892,                  0.995,                0.91247,                0.48718,                0.23487,                0.83083,             0.00030119,             0.00030119,             0.00030119
                    160,                0.56107,                0.29786,                0.86009,                 0.9922,                0.99831,                  0.995,                0.92307,                0.46743,                0.21855,                0.82433,             0.00029913,             0.00029913,             0.00029913
                    161,                0.54741,                0.30274,                0.87274,                 0.9922,                0.99831,                  0.995,                0.92307,                0.46743,                0.21855,                0.82433,             0.00029706,             0.00029706,             0.00029706
                    162,                0.56209,                0.28613,                0.84316,                0.99348,                      1,                  0.995,                0.91351,                0.47031,                0.21484,                0.82387,               0.000295,               0.000295,               0.000295
                    163,                0.52695,                0.27305,                0.84066,                0.99289,                0.99999,                  0.995,                0.91711,                 0.4813,                0.22247,                0.82511,             0.00029294,             0.00029294,             0.00029294
                    164,                0.59393,                0.31357,                   0.88,                0.99081,                0.99789,                  0.995,                0.91042,                0.50954,                0.23383,                0.83107,             0.00029088,             0.00029088,             0.00029088
                    165,                0.58302,                0.31732,                0.84777,                0.99081,                0.99789,                  0.995,                0.91042,                0.50954,                0.23383,                0.83107,             0.00028881,             0.00028881,             0.00028881
                    166,                0.55971,                0.30671,                0.85799,                0.98572,                0.99511,                  0.995,                0.90934,                0.49764,                 0.2313,                0.83005,             0.00028675,             0.00028675,             0.00028675
                    167,                0.53426,                0.28711,                0.86052,                0.97589,                0.99474,                  0.995,                0.91746,                0.48484,                0.23052,                0.82093,             0.00028469,             0.00028469,             0.00028469
                    168,                0.55881,                0.29831,                0.84381,                0.98106,                0.99057,                  0.995,                0.92646,                0.48079,                0.22624,                0.81647,             0.00028262,             0.00028262,             0.00028262
                    169,                0.54213,                0.30021,                0.84881,                0.98106,                0.99057,                  0.995,                0.92646,                0.48079,                0.22624,                0.81647,             0.00028056,             0.00028056,             0.00028056
                    170,                0.60806,                0.32131,                0.85923,                 0.9839,                0.99364,                  0.995,                 0.9302,                0.44454,                0.21923,                0.81011,              0.0002785,              0.0002785,              0.0002785
                    171,                0.53353,                0.29458,                0.85472,                0.98994,                0.99539,                  0.995,                0.92994,                0.42006,                0.21276,                  0.809,             0.00027644,             0.00027644,             0.00027644
                    172,                0.48502,                0.27371,                 0.8302,                 0.9919,                 0.9956,                  0.995,                0.92732,                0.44529,                0.21448,                0.81483,             0.00027437,             0.00027437,             0.00027437
                    173,                0.55456,                0.30587,                0.84076,                 0.9919,                 0.9956,                  0.995,                0.92732,                0.44529,                0.21448,                0.81483,             0.00027231,             0.00027231,             0.00027231
                    174,                0.58281,                0.29025,                0.90835,                0.99026,                0.99686,                  0.995,                0.93674,                0.44041,                0.21221,                0.81575,             0.00027025,             0.00027025,             0.00027025
                    175,                 0.5237,                 0.2888,                 0.8495,                0.98974,                0.99692,                  0.995,                0.93511,                0.42527,                0.21188,                0.81012,             0.00026819,             0.00026819,             0.00026819
                    176,                0.52463,                0.28258,                0.83658,                0.98948,                0.99678,                  0.995,                0.93554,                0.42633,                0.21986,                0.80859,             0.00026613,             0.00026613,             0.00026613
                    177,                0.49148,                0.26696,                0.85145,                0.98948,                0.99678,                  0.995,                0.93554,                0.42633,                0.21986,                0.80859,             0.00026406,             0.00026406,             0.00026406
                    178,                0.51598,                0.27972,                0.83741,                  0.993,                 0.9965,                  0.995,                0.92235,                0.43327,                0.22112,                0.80995,               0.000262,               0.000262,               0.000262
                    179,                0.50579,                0.27482,                0.85733,                0.99131,                0.99675,                  0.995,                0.93439,                0.42676,                0.21894,                0.80963,             0.00025994,             0.00025994,             0.00025994
                    180,                0.56122,                0.31458,                0.92641,                0.98919,                0.99662,                  0.995,                0.93576,                0.42292,                 0.2139,                0.80898,             0.00025787,             0.00025787,             0.00025787
                    181,                0.49515,                  0.274,                0.84456,                0.98919,                0.99662,                  0.995,                0.93576,                0.42292,                 0.2139,                0.80898,             0.00025581,             0.00025581,             0.00025581
                    182,                0.49965,                0.27848,                0.85105,                0.98931,                0.98581,                  0.995,                 0.9258,                0.42882,                0.22152,                 0.8077,             0.00025375,             0.00025375,             0.00025375
                    183,                0.56049,                0.30397,                0.89929,                0.98428,                0.97534,                0.99405,                0.92615,                0.43794,                0.22922,                0.80769,             0.00025169,             0.00025169,             0.00025169
                    184,                0.53817,                0.28515,                0.86904,                0.98093,                0.97926,                0.99449,                 0.9292,                0.43126,                 0.2214,                0.80943,             0.00024963,             0.00024963,             0.00024963
                    185,                0.50177,                0.27263,                0.85877,                0.98093,                0.97926,                0.99449,                 0.9292,                0.43126,                 0.2214,                0.80943,             0.00024756,             0.00024756,             0.00024756
                    186,                0.57004,                0.30427,                0.87171,                0.98576,                0.98894,                0.99449,                0.92908,                0.42017,                0.20794,                 0.8104,              0.0002455,              0.0002455,              0.0002455
                    187,                 0.4408,                0.25404,                0.83704,                0.99038,                0.99897,                  0.995,                0.93705,                0.41137,                0.20073,                0.81137,             0.00024344,             0.00024344,             0.00024344
                    188,                0.54204,                0.29909,                0.88045,                 0.9899,                      1,                  0.995,                0.93402,                0.41735,                0.20217,                0.81485,             0.00024137,             0.00024137,             0.00024137
                    189,                0.44994,                0.24499,                0.83338,                 0.9899,                      1,                  0.995,                0.93402,                0.41735,                0.20217,                0.81485,             0.00023931,             0.00023931,             0.00023931
                    190,                0.54322,                0.28266,                0.85126,                0.98941,                      1,                  0.995,                0.93377,                0.41476,                0.19891,                0.81574,             0.00023725,             0.00023725,             0.00023725
                    191,                0.43534,                0.24421,                0.82776,                0.98952,                      1,                  0.995,                0.93787,                0.40465,                0.19791,                0.81234,             0.00023519,             0.00023519,             0.00023519
                    192,                0.48626,                0.26808,                0.84747,                0.99156,                      1,                  0.995,                0.93134,                0.42551,                  0.204,                0.81325,             0.00023313,             0.00023313,             0.00023313
                    193,                0.51531,                0.27857,                0.82896,                0.99156,                      1,                  0.995,                0.93134,                0.42551,                  0.204,                0.81325,             0.00023106,             0.00023106,             0.00023106
                    194,                0.45194,                0.25196,                0.85057,                0.99188,                      1,                  0.995,                0.93595,                 0.4225,                0.20281,                 0.8117,               0.000229,               0.000229,               0.000229
                    195,                0.48364,                0.28669,                0.85561,                0.99309,                      1,                  0.995,                 0.9386,                0.41406,                0.19607,                0.81187,             0.00022694,             0.00022694,             0.00022694
                    196,                0.47545,                0.25354,                0.84403,                 0.9937,                      1,                  0.995,                0.93016,                0.41548,                0.19667,                 0.8144,             0.00022488,             0.00022488,             0.00022488
                    197,                0.45556,                0.26189,                0.85473,                 0.9937,                      1,                  0.995,                0.93016,                0.41548,                0.19667,                 0.8144,             0.00022281,             0.00022281,             0.00022281
                    198,                 0.5238,                0.29175,                0.83244,                0.99277,                      1,                  0.995,                0.93216,                0.41463,                0.20005,                0.81609,             0.00022075,             0.00022075,             0.00022075
                    199,                0.44241,                0.24228,                0.85862,                0.99259,                0.99839,                  0.995,                0.93523,                0.40897,                0.19748,                 0.8153,             0.00021869,             0.00021869,             0.00021869
                    200,                0.49707,                0.27932,                0.83488,                0.99197,                0.99693,                  0.995,                0.94123,                  0.399,                0.19431,                0.81379,             0.00021662,             0.00021662,             0.00021662
                    201,                0.42686,                 0.2429,                0.82463,                0.99197,                0.99693,                  0.995,                0.94123,                  0.399,                0.19431,                0.81379,             0.00021456,             0.00021456,             0.00021456
                    202,                0.57073,                0.33798,                0.98827,                0.99122,                0.99671,                  0.995,                0.93531,                0.42835,                0.20098,                0.81647,              0.0002125,              0.0002125,              0.0002125
                    203,                0.44346,                0.24865,                0.85045,                0.99234,                0.99601,                  0.995,                 0.9301,                0.43679,                0.20703,                0.81803,             0.00021044,             0.00021044,             0.00021044
                    204,                0.41368,                0.24256,                0.83126,                0.99404,                0.99566,                  0.995,                0.94569,                0.40371,                0.20203,                0.81434,             0.00020837,             0.00020837,             0.00020837
                    205,                0.47489,                 0.2563,                0.85077,                0.99404,                0.99566,                  0.995,                0.94569,                0.40371,                0.20203,                0.81434,             0.00020631,             0.00020631,             0.00020631
                    206,                0.49108,                0.26738,                0.83993,                0.99451,                0.99884,                  0.995,                0.94702,                0.40515,                0.20263,                0.81314,             0.00020425,             0.00020425,             0.00020425
                    207,                0.59332,                0.29235,                0.94418,                0.99416,                      1,                  0.995,                0.93899,                 0.4022,                0.19915,                 0.8091,             0.00020219,             0.00020219,             0.00020219
                    208,                0.50175,                0.27896,                 0.8283,                0.99353,                      1,                  0.995,                0.93018,                0.41943,                0.20154,                 0.8121,             0.00020013,             0.00020013,             0.00020013
                    209,                0.63586,                0.34138,                 1.0092,                0.99353,                      1,                  0.995,                0.93018,                0.41943,                0.20154,                 0.8121,             0.00019806,             0.00019806,             0.00019806
                    210,                0.49599,                0.27316,                 0.8247,                0.99356,                0.99844,                  0.995,                0.93443,                0.42451,                0.20717,                0.81459,               0.000196,               0.000196,               0.000196
                    211,                0.47471,                0.25628,                 0.8362,                0.99309,                0.99696,                  0.995,                0.93485,                0.40954,                0.20653,                 0.8147,             0.00019394,             0.00019394,             0.00019394
                    212,                0.44519,                0.25908,                0.81079,                0.99403,                 0.9957,                  0.995,                0.93441,                0.41051,                0.20586,                0.81369,             0.00019188,             0.00019188,             0.00019188
                    213,                0.43934,                0.25023,                 0.8254,                0.99403,                 0.9957,                  0.995,                0.93441,                0.41051,                0.20586,                0.81369,             0.00018981,             0.00018981,             0.00018981
                    214,                0.42649,                 0.2647,                0.84461,                0.99525,                0.99546,                  0.995,                0.93666,                0.40898,                0.20194,                0.81139,             0.00018775,             0.00018775,             0.00018775
                    215,                0.51991,                0.31521,                0.88364,                0.99519,                0.99494,                  0.995,                0.94269,                0.40072,                0.19536,                0.81028,             0.00018569,             0.00018569,             0.00018569
                    216,                0.47168,                0.28204,                0.83647,                0.99462,                0.99497,                  0.995,                  0.946,                0.41316,                0.20143,                0.81223,             0.00018362,             0.00018362,             0.00018362
                    217,                 0.5135,                0.29236,                0.83769,                0.99462,                0.99497,                  0.995,                  0.946,                0.41316,                0.20143,                0.81223,             0.00018156,             0.00018156,             0.00018156
                    218,                0.46738,                0.27991,                0.82482,                0.99415,                0.99524,                  0.995,                0.94213,                0.40951,                0.20603,                0.81091,              0.0001795,              0.0001795,              0.0001795
                    219,                0.42805,                0.25744,                  0.839,                0.99377,                0.99605,                  0.995,                0.94209,                0.39901,                0.20247,                 0.8085,             0.00017744,             0.00017744,             0.00017744
                    220,                0.43572,                0.26116,                 0.8288,                 0.9939,                0.99624,                  0.995,                0.94145,                0.40091,                0.19509,                0.80768,             0.00017538,             0.00017538,             0.00017538
                    221,                0.40604,                0.23477,                0.83031,                 0.9939,                0.99624,                  0.995,                0.94145,                0.40091,                0.19509,                0.80768,             0.00017331,             0.00017331,             0.00017331
                    222,                0.47263,                0.26174,                0.83855,                 0.9936,                0.99644,                  0.995,                0.94215,                0.39115,                0.19002,                0.80631,             0.00017125,             0.00017125,             0.00017125
                    223,                0.48597,                0.27936,                0.85932,                0.99185,                0.99763,                  0.995,                0.94374,                0.38434,                0.18958,                 0.8081,             0.00016919,             0.00016919,             0.00016919
                    224,                0.47376,                0.25254,                0.87588,                0.99168,                0.99812,                  0.995,                0.94063,                 0.3988,                0.19654,                0.81137,             0.00016713,             0.00016713,             0.00016713
                    225,                0.49115,                0.25775,                0.85184,                0.99168,                0.99812,                  0.995,                0.94063,                 0.3988,                0.19654,                0.81137,             0.00016506,             0.00016506,             0.00016506
                    226,                0.46364,                0.28828,                 0.8665,                0.99168,                0.99885,                  0.995,                0.94077,                 0.3985,                0.19446,                0.81194,               0.000163,               0.000163,               0.000163
                    227,                0.41388,                0.23877,                0.81235,                0.99245,                      1,                  0.995,                0.94326,                0.40463,                0.19653,                 0.8121,             0.00016094,             0.00016094,             0.00016094
                    228,                 0.4359,                0.24671,                0.83495,                0.99167,                0.99699,                  0.995,                0.94215,                0.40415,                0.19039,                0.80986,             0.00015888,             0.00015888,             0.00015888
                    229,                0.43081,                0.24013,                0.80231,                0.99167,                0.99699,                  0.995,                0.94215,                0.40415,                0.19039,                0.80986,             0.00015681,             0.00015681,             0.00015681
                    230,                0.45456,                0.25606,                0.83009,                0.99108,                0.99603,                  0.995,                0.94191,                0.40061,                0.19637,                0.80918,             0.00015475,             0.00015475,             0.00015475
                    231,                0.41573,                0.23495,                0.82111,                0.99141,                0.99824,                  0.995,                0.94345,                0.40698,                0.19738,                0.81179,             0.00015269,             0.00015269,             0.00015269
                    232,                0.39918,                0.22373,                0.82052,                0.99284,                      1,                  0.995,                0.93844,                0.41664,                0.19413,                0.81435,             0.00015062,             0.00015062,             0.00015062
                    233,                0.42871,                0.22552,                0.84683,                0.99284,                      1,                  0.995,                0.93844,                0.41664,                0.19413,                0.81435,             0.00014856,             0.00014856,             0.00014856
                    234,                 0.4725,                0.26228,                 0.8411,                0.99383,                      1,                  0.995,                0.93835,                0.41312,                0.19369,                0.81322,              0.0001465,              0.0001465,              0.0001465
                    235,                 0.3963,                0.22488,                 0.8283,                0.99346,                      1,                  0.995,                0.94276,                0.40177,                0.19209,                0.80947,             0.00014444,             0.00014444,             0.00014444
                    236,                  0.383,                0.21785,                0.82515,                0.99323,                      1,                  0.995,                 0.9424,                0.38837,                0.18713,                0.80549,             0.00014237,             0.00014237,             0.00014237
                    237,                 0.4499,                0.24591,                0.83063,                0.99323,                      1,                  0.995,                 0.9424,                0.38837,                0.18713,                0.80549,             0.00014031,             0.00014031,             0.00014031
                    238,                0.40511,                  0.227,                 0.8317,                0.99322,                0.99993,                  0.995,                0.94656,                0.38363,                0.18549,                0.80481,             0.00013825,             0.00013825,             0.00013825
                    239,                0.41761,                0.24473,                0.83825,                0.99323,                 0.9983,                  0.995,                0.94481,                0.39014,                0.18395,                0.80661,             0.00013619,             0.00013619,             0.00013619
                    240,                0.47248,                0.23991,                0.85808,                0.99275,                0.99717,                  0.995,                0.94308,                0.38915,                0.18402,                0.80738,             0.00013413,             0.00013413,             0.00013413
                    241,                0.40247,                0.24073,                0.81615,                0.99275,                0.99717,                  0.995,                0.94308,                0.38915,                0.18402,                0.80738,             0.00013206,             0.00013206,             0.00013206
                    242,                0.38741,                0.21594,                0.81784,                0.99283,                 0.9973,                  0.995,                0.94903,                0.37714,                0.17853,                 0.8051,                0.00013,                0.00013,                0.00013
                    243,                0.44916,                0.26707,                0.85916,                0.99354,                0.99825,                  0.995,                0.95184,                0.37279,                0.17727,                 0.8042,             0.00012794,             0.00012794,             0.00012794
                    244,                0.40066,                0.24014,                0.82033,                0.99405,                      1,                  0.995,                0.95127,                 0.3679,                0.17668,                0.80467,             0.00012588,             0.00012588,             0.00012588
                    245,                0.37773,                0.22811,                0.79836,                0.99405,                      1,                  0.995,                0.95127,                 0.3679,                0.17668,                0.80467,             0.00012381,             0.00012381,             0.00012381
                    246,                0.44117,                0.24247,                0.83219,                0.99408,                      1,                  0.995,                0.95015,                0.37264,                 0.1767,                0.80713,             0.00012175,             0.00012175,             0.00012175
                    247,                0.40497,                0.22003,                0.81128,                 0.9945,                      1,                  0.995,                0.94769,                0.38276,                0.17894,                0.81002,             0.00011969,             0.00011969,             0.00011969
                    248,                0.38533,                  0.218,                0.81999,                0.99502,                      1,                  0.995,                 0.9522,                0.37607,                0.17598,                0.80992,             0.00011763,             0.00011763,             0.00011763
                    249,                0.34744,                0.20862,                0.80075,                0.99502,                      1,                  0.995,                 0.9522,                0.37607,                0.17598,                0.80992,             0.00011556,             0.00011556,             0.00011556
                    250,                0.38554,                0.24486,                0.81663,                0.99467,                      1,                  0.995,                0.95105,                0.36113,                 0.1708,                0.80935,              0.0001135,              0.0001135,              0.0001135
                    251,                0.43198,                0.28305,                0.81762,                0.99362,                      1,                  0.995,                0.94603,                0.36413,                0.17323,                0.80982,             0.00011144,             0.00011144,             0.00011144
                    252,                0.39651,                0.22194,                 0.8179,                0.99338,                      1,                  0.995,                0.94724,                0.36506,                0.17061,                0.80993,             0.00010937,             0.00010937,             0.00010937
                    253,                 0.3848,                0.22283,                0.81058,                0.99338,                      1,                  0.995,                0.94724,                0.36506,                0.17061,                0.80993,             0.00010731,             0.00010731,             0.00010731
                    254,                0.35517,                0.21401,                0.81794,                0.99353,                      1,                  0.995,                0.95133,                0.36327,                0.17174,                0.80913,             0.00010525,             0.00010525,             0.00010525
                    255,                0.33348,                0.20033,                0.80832,                0.99325,                      1,                  0.995,                0.94937,                0.35962,                0.16958,                 0.8082,             0.00010319,             0.00010319,             0.00010319
                    256,                0.34791,                0.20389,                0.82604,                0.99354,                      1,                  0.995,                0.94368,                0.35782,                0.16918,                0.80689,             0.00010113,             0.00010113,             0.00010113
                    257,                0.36739,                0.21352,                0.82608,                0.99354,                      1,                  0.995,                0.94368,                0.35782,                0.16918,                0.80689,             9.9063e-05,             9.9063e-05,             9.9063e-05
                    258,                0.37188,                0.21511,                0.82391,                0.99382,                      1,                  0.995,                0.94771,                0.36048,                0.16974,                0.80624,                9.7e-05,                9.7e-05,                9.7e-05
                    259,                0.37522,                0.21013,                0.80207,                 0.9941,                      1,                  0.995,                0.94855,                0.35781,                0.16821,                0.80469,             9.4937e-05,             9.4937e-05,             9.4937e-05
                    260,                0.38874,                0.22644,                0.81435,                0.99432,                      1,                  0.995,                0.94892,                0.35634,                0.16826,                0.80374,             9.2875e-05,             9.2875e-05,             9.2875e-05
                    261,                0.40878,                0.22814,                0.82263,                0.99432,                      1,                  0.995,                0.94892,                0.35634,                0.16826,                0.80374,             9.0813e-05,             9.0813e-05,             9.0813e-05
                    262,                0.39794,                0.22377,                0.81895,                0.99427,                      1,                  0.995,                0.95034,                0.36011,                0.17131,                0.80375,              8.875e-05,              8.875e-05,              8.875e-05
                    263,                0.41828,                0.23273,                0.80431,                0.99434,                      1,                  0.995,                0.94514,                0.36466,                0.17138,                0.80463,             8.6688e-05,             8.6688e-05,             8.6688e-05
                    264,                0.37897,                0.21435,                0.79471,                0.99451,                0.99982,                  0.995,                0.94642,                0.37142,                0.17045,                0.80534,             8.4625e-05,             8.4625e-05,             8.4625e-05
                    265,                0.32816,                0.20059,                0.79815,                0.99451,                0.99982,                  0.995,                0.94642,                0.37142,                0.17045,                0.80534,             8.2562e-05,             8.2562e-05,             8.2562e-05
                    266,                0.40686,                0.22129,                0.81313,                 0.9944,                0.99969,                  0.995,                0.94116,                 0.3722,                0.17476,                0.80503,               8.05e-05,               8.05e-05,               8.05e-05
                    267,                0.39816,                0.22336,                0.81826,                0.99425,                 0.9997,                  0.995,                0.94476,                0.36889,                0.17066,                0.80486,             7.8438e-05,             7.8438e-05,             7.8438e-05
                    268,                0.43904,                0.24464,                0.81752,                0.99407,                0.99969,                  0.995,                0.94424,                0.36329,                0.16881,                0.80465,             7.6375e-05,             7.6375e-05,             7.6375e-05
                    269,                0.38917,                0.22694,                0.81665,                0.99407,                0.99969,                  0.995,                0.94424,                0.36329,                0.16881,                0.80465,             7.4312e-05,             7.4312e-05,             7.4312e-05
                    270,                0.35473,                 0.1977,                0.81538,                0.99363,                0.99957,                  0.995,                0.94474,                0.35794,                0.16542,                0.80384,              7.225e-05,              7.225e-05,              7.225e-05
                    271,                0.38542,                0.20999,                0.81138,                0.99338,                0.99947,                  0.995,                 0.9477,                0.35581,                 0.1653,                0.80391,             7.0188e-05,             7.0188e-05,             7.0188e-05
                    272,                0.37716,                0.22072,                 0.8283,                0.99312,                0.99942,                  0.995,                 0.9521,                0.35551,                0.16983,                 0.8039,             6.8125e-05,             6.8125e-05,             6.8125e-05
                    273,                0.31482,                0.18731,                0.80307,                0.99312,                0.99942,                  0.995,                 0.9521,                0.35551,                0.16983,                 0.8039,             6.6062e-05,             6.6062e-05,             6.6062e-05
                    274,                0.40139,                0.21992,                0.81497,                0.99335,                0.99928,                  0.995,                 0.9532,                0.35734,                 0.1713,                0.80448,                6.4e-05,                6.4e-05,                6.4e-05
                    275,                0.36549,                0.21446,                0.82039,                0.99372,                0.99907,                  0.995,                0.95269,                0.35922,                0.17171,                0.80563,             6.1937e-05,             6.1937e-05,             6.1937e-05
                    276,                0.40563,                 0.2327,                0.83678,                 0.9941,                0.99882,                  0.995,                0.95407,                0.35917,                0.17301,                0.80651,             5.9875e-05,             5.9875e-05,             5.9875e-05
                    277,                0.36194,                0.20671,                0.81205,                 0.9941,                0.99882,                  0.995,                0.95407,                0.35917,                0.17301,                0.80651,             5.7813e-05,             5.7813e-05,             5.7813e-05
                    278,                0.33118,                0.19426,                 0.8206,                0.99421,                0.99869,                  0.995,                0.94971,                0.35924,                0.17286,                0.80699,              5.575e-05,              5.575e-05,              5.575e-05
                    279,                0.33919,                0.20638,                0.79374,                0.99417,                0.99866,                  0.995,                0.94519,                0.35912,                0.17231,                0.80669,             5.3687e-05,             5.3687e-05,             5.3687e-05
                    280,                0.40399,                0.22424,                0.80945,                0.99433,                0.99865,                  0.995,                 0.9467,                0.35892,                0.17207,                0.80657,             5.1625e-05,             5.1625e-05,             5.1625e-05
                    281,                0.33423,                0.20066,                0.80655,                0.99433,                0.99865,                  0.995,                 0.9467,                0.35892,                0.17207,                0.80657,             4.9562e-05,             4.9562e-05,             4.9562e-05
                    282,                0.35536,                0.20367,                0.80809,                0.99466,                0.99866,                  0.995,                 0.9451,                0.35778,                0.16801,                0.80703,               4.75e-05,               4.75e-05,               4.75e-05
                    283,                0.32386,                0.19782,                0.78678,                0.99556,                0.99879,                  0.995,                0.95042,                0.35572,                 0.1659,                0.80693,             4.5438e-05,             4.5438e-05,             4.5438e-05
                    284,                0.36011,                0.21478,                0.83494,                0.99547,                0.99895,                  0.995,                0.94913,                0.35588,                0.16457,                0.80693,             4.3375e-05,             4.3375e-05,             4.3375e-05
                    285,                0.34221,                0.19504,                0.80115,                0.99547,                0.99895,                  0.995,                0.94913,                0.35588,                0.16457,                0.80693,             4.1312e-05,             4.1312e-05,             4.1312e-05
                    286,                0.35486,                0.21897,                0.81505,                0.99528,                0.99918,                  0.995,                 0.9544,                0.35567,                0.16375,                0.80703,              3.925e-05,              3.925e-05,              3.925e-05
                    287,                0.34593,                0.21086,                0.80478,                0.99531,                0.99922,                  0.995,                0.95166,                0.35592,                 0.1641,                0.80669,             3.7188e-05,             3.7188e-05,             3.7188e-05
                    288,                0.33581,                0.19129,                 0.8054,                0.99518,                0.99942,                  0.995,                 0.9493,                0.35484,                0.16409,                0.80652,             3.5125e-05,             3.5125e-05,             3.5125e-05
                    289,                0.43206,                0.26063,                0.90817,                0.99518,                0.99942,                  0.995,                 0.9493,                0.35484,                0.16409,                0.80652,             3.3063e-05,             3.3063e-05,             3.3063e-05
                    290,                0.36725,                0.21455,                0.82979,                0.99499,                0.99957,                  0.995,                0.94729,                0.35336,                0.16332,                0.80626,                3.1e-05,                3.1e-05,                3.1e-05
                    291,                0.32704,                0.18255,                0.82386,                0.99491,                0.99969,                  0.995,                0.94711,                0.35354,                0.16462,                0.80566,             2.8937e-05,             2.8937e-05,             2.8937e-05
                    292,                0.36178,                0.19784,                0.82678,                0.99473,                0.99953,                  0.995,                0.94959,                0.35357,                0.16371,                0.80563,             2.6875e-05,             2.6875e-05,             2.6875e-05
                    293,                 0.3607,                0.19236,                0.82439,                0.99473,                0.99953,                  0.995,                0.94959,                0.35357,                0.16371,                0.80563,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    294,                0.32997,                0.18185,                0.80077,                0.99443,                0.99961,                  0.995,                0.94952,                0.35376,                0.16359,                0.80583,              2.275e-05,              2.275e-05,              2.275e-05
                    295,                0.31993,                0.18028,                0.77785,                0.99414,                0.99961,                  0.995,                0.94865,                0.35423,                0.16242,                0.80641,             2.0687e-05,             2.0687e-05,             2.0687e-05
                    296,                0.30389,                0.17967,                0.81225,                0.99385,                0.99968,                  0.995,                 0.9503,                0.35555,                 0.1629,                 0.8071,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    297,                0.31153,                0.17955,                0.81587,                0.99385,                0.99968,                  0.995,                 0.9503,                0.35555,                 0.1629,                 0.8071,             1.6563e-05,             1.6563e-05,             1.6563e-05
                    298,                0.30986,                 0.1763,                0.79828,                0.99353,                0.99967,                  0.995,                0.95046,                0.35593,                0.16335,                0.80725,               1.45e-05,               1.45e-05,               1.45e-05
                    299,                 0.2682,                0.15721,                0.80514,                0.99335,                0.99954,                  0.995,                0.95207,                0.35632,                0.16493,                0.80743,             1.2438e-05,             1.2438e-05,             1.2438e-05
                    300,                0.35203,                0.19175,                0.80472,                0.99294,                0.99954,                  0.995,                0.95185,                0.35529,                0.16367,                0.80769,             1.0375e-05,             1.0375e-05,             1.0375e-05
