                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.65754,                0.60406,                0.97838,                0.83755,                0.82485,                0.88514,                0.75584,                0.62762,                 1.0662,                 1.0292,             0.00032181,             0.00032181,             0.00032181
                     52,                0.64846,                0.58815,                0.95551,                0.82044,                0.83229,                0.90202,                0.74874,                0.62432,                 1.0233,                 1.0503,             0.00031562,             0.00031562,             0.00031562
                     53,                0.66177,                0.62925,                 1.0202,                 0.8666,                0.80586,                0.91174,                0.77764,                0.59568,                0.97915,                 1.0224,             0.00030944,             0.00030944,             0.00030944
                     54,                0.67843,                0.59325,                 0.9596,                0.84271,                0.83805,                0.91856,                0.77382,                0.62374,                 1.0314,                 1.0603,             0.00030325,             0.00030325,             0.00030325
                     55,                0.70944,                0.64579,                  1.008,                0.79556,                 0.8391,                0.88595,                0.75934,                0.60515,                 0.9316,                 1.0397,             0.00029706,             0.00029706,             0.00029706
                     56,                0.67379,                0.60611,                0.98207,                0.83483,                0.86638,                0.90067,                0.76208,                0.60498,                 1.0888,                  1.029,             0.00029088,             0.00029088,             0.00029088
                     57,                0.64149,                0.56981,                0.97688,                0.88898,                0.81576,                0.90616,                0.78076,                0.60231,                0.87709,                 1.0243,             0.00028469,             0.00028469,             0.00028469
                     58,                0.66265,                0.57825,                0.97759,                0.85889,                0.88601,                0.92911,                0.79524,                0.60102,                0.85636,                 1.0334,              0.0002785,              0.0002785,              0.0002785
                     59,                0.64354,                0.53816,                0.98646,                0.81208,                0.83824,                0.90694,                0.76689,                0.59644,                0.89857,                 1.0247,             0.00027231,             0.00027231,             0.00027231
                     60,                0.63668,                0.54222,                0.98274,                0.86083,                0.76936,                0.89194,                0.74415,                0.60621,                  1.014,                 1.0256,             0.00026613,             0.00026613,             0.00026613
                     61,                 0.6453,                0.52595,                0.95281,                 0.8132,                0.85529,                0.90483,                0.78504,                0.57647,                0.83685,                 1.0028,             0.00025994,             0.00025994,             0.00025994
                     62,                0.62901,                0.50104,                0.96912,                0.81856,                0.85379,                0.89432,                0.75473,                0.62444,                0.83752,                 1.0402,             0.00025375,             0.00025375,             0.00025375
                     63,                0.60639,                0.49664,                0.95978,                0.87303,                0.88975,                 0.9261,                0.79777,                 0.6142,                0.69405,                 1.0318,             0.00024756,             0.00024756,             0.00024756
                     64,                0.64687,                0.50878,                 0.9776,                0.85606,                0.90547,                0.93688,                0.80076,                0.61802,                0.73636,                 1.0264,             0.00024137,             0.00024137,             0.00024137
                     65,                0.65083,                0.53628,                0.98137,                0.90157,                0.87212,                0.93608,                 0.8036,                0.57259,                0.68531,                 1.0046,             0.00023519,             0.00023519,             0.00023519
                     66,                0.58813,                0.52337,                0.96681,                0.86971,                0.80295,                0.90775,                0.78894,                 0.5528,                0.76625,                 1.0004,               0.000229,               0.000229,               0.000229
                     67,                0.60531,                0.50956,                 0.9599,                0.85469,                0.85832,                0.92654,                0.79811,                0.58315,                0.68543,                 1.0179,             0.00022281,             0.00022281,             0.00022281
                     68,                0.57567,                 0.4744,                0.93644,                0.86037,                0.89811,                0.93291,                0.80469,                0.57055,                 0.6647,                 1.0087,             0.00021662,             0.00021662,             0.00021662
                     69,                0.58981,                0.47866,                0.96487,                 0.9039,                0.82435,                0.89378,                0.78949,                0.55891,                0.80995,                 1.0007,             0.00021044,             0.00021044,             0.00021044
                     70,                0.61582,                0.50049,                0.96157,                0.90364,                0.85371,                 0.9145,                0.79187,                0.59391,                0.78508,                 1.0002,             0.00020425,             0.00020425,             0.00020425
                     71,                0.59361,                0.49842,                0.96183,                0.87255,                0.85487,                0.91223,                0.80624,                0.55475,                0.81534,                0.99605,             0.00019806,             0.00019806,             0.00019806
                     72,                0.63107,                0.49022,                0.95716,                0.90334,                0.84533,                0.92965,                0.78999,                0.61778,                0.74582,                 1.0314,             0.00019188,             0.00019188,             0.00019188
                     73,                0.59995,                0.49206,                0.96527,                 0.8668,                  0.838,                0.91964,                 0.7823,                0.60827,                0.71216,                 1.0123,             0.00018569,             0.00018569,             0.00018569
                     74,                0.58773,                0.47832,                0.94936,                0.89828,                0.84883,                0.92732,                0.79998,                0.59768,                 0.8113,                 1.0136,              0.0001795,              0.0001795,              0.0001795
                     75,                 0.5559,                0.44792,                0.94533,                 0.9192,                0.85805,                0.94143,                0.82107,                0.58751,                0.68252,                 1.0109,             0.00017331,             0.00017331,             0.00017331
                     76,                0.56996,                0.49501,                0.94681,                0.89513,                0.88654,                0.93618,                0.81956,                0.57259,                0.56886,                 1.0032,             0.00016713,             0.00016713,             0.00016713
                     77,                0.59442,                0.46842,                0.95434,                0.92407,                0.84928,                0.92547,                0.81164,                0.60437,                0.63463,                 1.0081,             0.00016094,             0.00016094,             0.00016094
                     78,                0.55479,                0.46037,                0.93449,                0.93026,                0.83225,                0.92875,                 0.8184,                0.55933,                0.68319,                0.99628,             0.00015475,             0.00015475,             0.00015475
                     79,                  0.578,                0.46139,                0.95178,                0.93305,                0.87314,                0.93979,                0.82295,                0.57372,                0.60415,                0.99913,             0.00014856,             0.00014856,             0.00014856
                     80,                0.55393,                 0.4377,                0.93237,                0.92477,                0.87496,                0.93781,                0.82419,                0.55822,                0.59693,                0.98921,             0.00014237,             0.00014237,             0.00014237
                     81,                0.57352,                0.44049,                0.94291,                  0.902,                0.88642,                0.93725,                0.82339,                0.57733,                0.57842,                0.99543,             0.00013619,             0.00013619,             0.00013619
                     82,                0.55303,                0.44289,                0.96593,                0.93086,                0.86677,                0.94182,                0.81531,                0.60418,                0.58148,                 1.0121,                0.00013,                0.00013,                0.00013
                     83,                0.53474,                0.44017,                0.94782,                0.90782,                0.87692,                0.92286,                0.81419,                0.57308,                0.59961,                0.99799,             0.00012381,             0.00012381,             0.00012381
                     84,                  0.555,                0.44015,                0.92493,                 0.9105,                0.87893,                0.91478,                0.80334,                0.56301,                0.64377,                0.98648,             0.00011763,             0.00011763,             0.00011763
                     85,                0.52674,                0.42003,                0.94127,                0.88817,                0.87459,                0.91405,                0.79309,                0.56283,                0.65391,                0.98379,             0.00011144,             0.00011144,             0.00011144
                     86,                 0.5367,                0.40414,                0.95428,                0.86813,                 0.8656,                0.88977,                0.77922,                0.56244,                0.70502,                0.98582,             0.00010525,             0.00010525,             0.00010525
                     87,                0.53109,                0.42393,                0.93212,                0.88311,                0.89398,                0.92365,                0.82117,                 0.5587,                0.62982,                0.98995,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     88,                 0.5474,                0.42139,                0.92893,                0.92108,                0.88505,                0.93178,                0.81735,                0.56674,                0.61254,                 1.0019,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     89,                 0.5338,                0.43021,                0.94479,                0.89778,                0.90736,                0.93254,                0.81237,                0.57612,                0.57549,                 1.0046,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     90,                0.51741,                0.39042,                0.91959,                0.91198,                0.89654,                0.93355,                0.82218,                 0.5809,                0.52484,                 1.0025,               8.05e-05,               8.05e-05,               8.05e-05
                     91,                0.42721,                0.27439,                0.87746,                0.92034,                0.88444,                0.93509,                0.82033,                0.58785,                 0.5463,                 1.0019,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     92,                0.44955,                0.27481,                0.90879,                0.90538,                0.88625,                0.93211,                0.81651,                0.57207,                0.60562,                0.99777,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     93,                0.44013,                0.27692,                0.88613,                0.90466,                0.89871,                0.92271,                 0.8097,                0.56939,                0.59111,                 1.0003,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     94,                0.41697,                0.26088,                0.89598,                0.88743,                0.89285,                0.91788,                0.80835,                0.55186,                0.57443,                0.98172,              5.575e-05,              5.575e-05,              5.575e-05
                     95,                0.42112,                0.25986,                0.89032,                0.90788,                 0.8936,                0.92135,                0.81597,                0.56085,                0.55915,                0.98668,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     96,                 0.4091,                0.26085,                0.88147,                0.90349,                0.91096,                0.92228,                0.81934,                0.54704,                0.56243,                0.98179,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     97,                0.40956,                0.25373,                0.87494,                0.90646,                0.90825,                0.92143,                0.81656,                0.55158,                 0.5509,                 0.9862,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     98,                0.39263,                0.24944,                0.88494,                0.91112,                0.89609,                0.92216,                0.81607,                0.55119,                0.53327,                0.98293,                3.1e-05,                3.1e-05,                3.1e-05
                     99,                  0.385,                0.24617,                0.87419,                0.90835,                0.90405,                0.92445,                 0.8269,                0.54268,                0.51263,                0.97894,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    100,                0.40407,                0.25516,                 0.8804,                0.92049,                0.87768,                0.92594,                0.82853,                0.54018,                0.50675,                0.98014,             1.8625e-05,             1.8625e-05,             1.8625e-05
